Date,oc,pos,turnover,gross,net
2015-04-07 20:00:00-04:00,-0.002545582093459342,0.0,0.0,-0.0,-0.0
2015-04-08 20:00:00-04:00,0.007964276402298243,0.0,0.0,0.0,0.0
2015-04-09 20:00:00-04:00,0.00500362041771063,0.0,0.0,0.0,0.0
2015-04-12 20:00:00-04:00,-0.003136262541957202,0.0,0.0,-0.0,-0.0
2015-04-13 20:00:00-04:00,-0.005321979958985201,0.0,0.0,-0.0,-0.0
2015-04-14 20:00:00-04:00,0.0017834849910411954,0.0,0.0,0.0,0.0
2015-04-15 20:00:00-04:00,-0.004814700560626828,0.0,0.0,-0.0,-0.0
2015-04-16 20:00:00-04:00,0.008780907532812687,0.0,0.0,0.0,0.0
2015-04-19 20:00:00-04:00,-0.007302402378033479,0.0,0.0,-0.0,-0.0
2015-04-20 20:00:00-04:00,0.017541281689599453,0.0,0.0,0.0,0.0
2015-04-21 20:00:00-04:00,0.03265874452795714,0.0,0.0,0.0,0.0
2015-04-22 20:00:00-04:00,0.0015118448931552564,0.0,0.0,0.0,0.0
2015-04-23 20:00:00-04:00,-0.009387723564455719,0.0,0.0,-0.0,-0.0
2015-04-26 20:00:00-04:00,0.040393696622158304,0.0,0.0,0.0,0.0
2015-04-27 20:00:00-04:00,-0.01818958607121146,0.0,0.0,-0.0,-0.0
2015-04-28 20:00:00-04:00,0.010432504453364633,0.0,0.0,0.0,0.0
2015-04-29 20:00:00-04:00,-0.01883762418484003,0.0,0.0,-0.0,-0.0
2015-04-30 20:00:00-04:00,-0.01700438553733863,0.0,0.0,-0.0,-0.0
2015-05-03 20:00:00-04:00,0.010211249018709845,0.0,0.0,0.0,0.0
2015-05-04 20:00:00-04:00,-0.020230521961593584,0.0,0.0,-0.0,-0.0
2015-05-05 20:00:00-04:00,-0.01567702484898048,0.0,0.0,-0.0,-0.0
2015-05-06 20:00:00-04:00,0.071493277340134,0.0,0.0,0.0,0.0
2015-05-07 20:00:00-04:00,0.002627221349566611,0.0,0.0,0.0,0.0
2015-05-10 20:00:00-04:00,0.013542606494820753,0.0,0.0,0.0,0.0
2015-05-11 20:00:00-04:00,0.019282800868828165,0.0,0.0,0.0,0.0
2015-05-12 20:00:00-04:00,-0.01789106991348066,0.0,0.0,-0.0,-0.0
2015-05-13 20:00:00-04:00,-0.002940956838192066,0.26676271473971436,0.26676271473971436,-0.0007845376300884423,-0.0011046528877760994
2015-05-14 20:00:00-04:00,0.020128733724287917,0.2671827199354549,0.00042000519574053596,0.0053780498253117644,0.005377545819076876
2015-05-17 20:00:00-04:00,0.0070849119152451845,0.2646024161625963,0.0025803037728586165,0.0018746848110730433,0.001871588446545613
2015-05-18 20:00:00-04:00,-0.005192636220183733,0.2667807146148207,0.0021782984522244475,-0.001385295201555418,-0.0013879091596980873
2015-05-19 20:00:00-04:00,-0.011249020151961941,0.26701298320717237,0.00023226859235164765,-0.0030036344289329575,-0.0030039131512437796
2015-05-20 20:00:00-04:00,0.010657113520561534,0.2746472230480318,0.007634239840859425,0.002926946634129859,0.0029177855463208275
2015-05-21 20:00:00-04:00,0.009576929368600995,0.2739337379239065,0.0007134851241252793,0.0026234440597741084,0.002622587877625158
2015-05-25 20:00:00-04:00,-0.0008881785616635662,0.2759421990993241,0.0020084611754175863,-0.0002450859454983191,-0.0002474960989088202
2015-05-26 20:00:00-04:00,-0.004345931996278196,0.296957445075359,0.02101524597603488,-0.0012905568620860276,-0.0013157751572572694
2015-05-27 20:00:00-04:00,0.01789254144273489,0.30390650637470373,0.00694906129934475,0.005437659760026161,0.005429320886466947
2015-05-28 20:00:00-04:00,-0.0007968689694823894,0.3009138628636933,0.0029926435110104177,-0.00023978891980315633,-0.00024338009201636883
2015-05-31 20:00:00-04:00,-0.007796147605149462,0.31025020959201577,0.009336346728322453,-0.002418756428507912,-0.002429960044581899
2015-06-01 20:00:00-04:00,-0.0022898986654038556,0.3166212191834752,0.00637100959145942,-0.0007250305072467815,-0.0007326757187565327
2015-06-02 20:00:00-04:00,0.003182859130126836,0.3163577518476639,0.0002634673358112849,0.001006922158854737,0.0010066059980517635
2015-06-03 20:00:00-04:00,-0.006383838075580073,0.330259101189924,0.013901349342260116,-0.002108320624983089,-0.002125002244193801
2015-06-04 20:00:00-04:00,0.012764233211522757,0.33787748664464723,0.007618385454723209,0.004312747036455443,0.004303604973909776
2015-06-07 20:00:00-04:00,0.02168629159988389,0.590394107635812,0.2525166209911648,0.012803458777043454,0.012500438831854057
2015-06-08 20:00:00-04:00,0.002349309842624603,0.549200173191394,0.04119393444441799,0.0012902413724496784,0.0012408086511163769
